State,Country,Age,Date
England,UK,24.0,11/26/2023
England,UK,24.0,4/17/2023
England,UK,24.0,
,,,03-08-23
,UK,,08-01-23
England,UK,24.0,2023-10-16
,UK,24.0,
England,UK,24.0,
England,UK,24.0,08-09-23
,UK,24.0,02-05-24
England,,24.0,5/18/2023
England,UK,24.0,11/24/2023
England,UK,24.0,05-06-23
England,UK,24.0,10-05-23
,UK,24.0,6/15/2023
England,UK,24.0,2023-06-21
England,UK,24.0,11/14/2023
,UK,24.0,
,,24.0,04-04-23
England,UK,24.0,12/26/2023
England,UK,24.0,3/18/2023
England,UK,24.0,05-08-23
England,UK,24.0,
England,UK,24.0,08-10-23
England,UK,24.0,2/28/2024
England,UK,24.0,8/15/2023
,UK,24.0,04-04-23
England,,24.0,03-12-23
England,UK,24.0,"March 18, 2023"
England,UK,24.0,
England,,24.0,12-04-23
,,24.0,6/27/2023
England,UK,24.0,03-08-23
England,UK,,2023/06/29
England,,24.0,
England,UK,,09-07-23
England,UK,24.0,
England,UK,24.0,
England,,24.0,
England,UK,24.0,
England,UK,24.0,2/16/2024
England,UK,24.0,6/13/2023
England,UK,24.0,5/25/2023
England,,,10/28/2023
England,UK,24.0,6/28/2023
England,,24.0,4/30/2023
England,UK,24.0,6/19/2023
England,UK,24.0,02-11-24
England,UK,24.0,
England,UK,24.0,11/20/2023
England,UK,24.0,2023-08-20
,UK,24.0,4/30/2023
England,UK,24.0,2023-06-29
England,UK,24.0,10-01-23
England,,24.0,4/14/2023
England,UK,24.0,2024/02/01
England,UK,24.0,2/28/2024
England,UK,24.0,2023/05/05
England,UK,24.0,10-07-23
,UK,24.0,3/19/2023
england,UK,24.0,9/27/2023
,UK,24.0,03-07-23
England,UK,,
England,UK,,
,UK,24.0,
England,UK,,2023-12-05
England,UK,24.0,03-12-23
England,UK,24.0,01-11-24
England,UK,24.0,01-02-24
England,UK,24.0,8/20/2023
England,UK,24.0,
England,UK,24.0,2023-07-11
England,UK,24.0,9/15/2023
,,24.0,10/14/2023
England,UK,24.0,
England,UK,24.0,6/16/2023
England,UK,24.0,05-05-23
England,,24.0,03-08-23
England,,24.0,10-07-23
England,UK,24.0,12-06-23
England,UK,24.0,7/13/2023
England,UK,24.0,12/28/2023
England,,24.0,2023/12/05
England,UK,24.0,11-11-23
England,UK,24.0,
,UK,24.0,01-05-24
England,UK,24.0,08-03-23
England,,24.0,03-12-23
England,UK,24.0,6/24/2023
England,UK,24.0,06-12-23
England,UK,24.0,11/30/2023
England,UK,24.0,12-06-23
,UK,24.0,9/13/2023
England,UK,24.0,5/13/2023
England,UK,24.0,12/15/2023
England,UK,24.0,6/20/2023
,UK,24.0,2023/04/10
England,UK,24.0,3/17/2023
England,,24.0,10/15/2023
England,UK,24.0,6/28/2023
,UK,24.0,06-09-23
,UK,24.0,2023-09-14
England,UK,24.0,3/19/2023
England,UK,24.0,7/25/2023
England,UK,24.0,2023/03/29
,UK,24.0,
England,UK,24.0,4/28/2023
England,UK,24.0,8/13/2023
England,UK,24.0,
England,UK,24.0,3/27/2023
,UK,24.0,04-02-23
England,UK,24.0,10/13/2023
England,UK,24.0,03-04-23
England,UK,24.0,
England,,24.0,05-02-23
England,UK,24.0 years,2023/11/03
England,UK,24.0,09-10-23
England,UK,24.0,
England,UK,24.0,3/19/2023
England,UK,24.0,"May 29, 2023"
England,UK,24.0,02-12-24
,UK,24.0,08-07-23
England,UK,24.0,2/18/2024
England,,24.0,04-12-23
England,,24.0,2023-07-05
England,UK,24.0,
England,UK,24.0,08-04-23
England,UK,24.0,
England,UK,69.0,12/22/2023
England,UK,39.0,
England,,28.0,10/26/2023
England,UK,19.0,09-06-23
England,UK,19.0,7/23/2023
England,UK,19.0,9/15/2023
England,UK,19.0,06-05-23
England,UK,19.0,
England,UK,19.0,5/16/2023
England,UK,19.0,07-09-23
,UK,19.0,
England,UK,19.0,
England,UK,19.0,06-03-23
England,,19.0,10/23/2023
England,UK,19.0,2024-01-12
England,,19.0,01-08-24
England,UK,,09-12-23
england,UK,19.0,2/26/2024
England,UK,,12-04-23
England,UK,19.0,05-07-23
England,UK,19.0,2023/06/02
England,UK,19.0,6/17/2023
England,UK,19.0,7/18/2023
England,,19.0,8/25/2023
England,UK,19.0,09-05-23
England,UK,19.0,1/27/2024
,UK,19.0,07-08-23
England,UK,19.0,7/24/2023
England,,19.0,8/21/2023
England,UK,,11/22/2023
England,UK,19.0,2024-01-16
,UK,19.0,
England,UK,19.0,"October 12, 2023"
England,UK,19.0,
England,,19.0,08-11-23
England,UK,19.0,06-01-23
England,UK,19.0,3/15/2023
England,UK,19.0,
,UK,19.0,12/21/2023
England,UK,19.0,4/26/2023
England,,19.0,
England,UK,19.0,
England,UK,19.0,07-06-23
,UK,19.0,
England,,19.0,"April 13, 2023"
England,UK,19.0,3/13/2023
England,UK,19.0,8/31/2023
England,,,7/13/2023
England,UK,19.0,10-01-23
England,UK,19.0,4/14/2023
England,UK,19.0,
England,UK,,
,UK,19.0,10-07-23
England,UK,19.0,12-04-23
England,,19.0,02-03-24
England,UK,19.0,01-08-24
England,,19.0,4/15/2023
England,UK,19.0,9/18/2023
England,UK,19.0,4/17/2023
England,UK,19.0,4/13/2023
England,,19.0,7/21/2023
England,UK,19.0,
England,UK,19.0,8/28/2023
England,UK,19.0,2/16/2024
,,19.0,1/18/2024
England,,19.0,03-11-23
England,UK,19.0,2/14/2024
,UK,19.0,06-12-23
,UK,19.0,7/23/2023
England,UK,19.0,12/21/2023
England,UK,19.0,4/26/2023
England,UK,19.0,10/27/2023
England,UK,19.0,9/15/2023
England,UK,19.0,5/21/2023
England,UK,19.0,6/14/2023
England,UK,19.0,7/14/2023
England,UK,,5/22/2023
England,UK,19.0,9/30/2023
England,UK,19.0,3/26/2023
,,19.0,
England,UK,19.0,07-10-23
England,UK,19.0,12-11-23
England,UK,19.0,
,UK,19.0,
England,UK,,11-03-23
England,UK,19.0,12/28/2023
England,,19.0,6/24/2023
England,UK,19.0,10/25/2023
England,UK,,06-07-23
England,UK,19.0,8/13/2023
,UK,19.0,05-04-23
England,UK,19.0,12/14/2023
England,UK,19.0,02-10-24
England,,19.0,11-02-23
England,UK,19.0,2024/01/12
England,UK,19.0,4/13/2023
England,UK,19.0,01-12-24
England,UK,19.0,03-05-23
England,UK,19.0,01-05-24
England,UK,19.0,7/17/2023
,UK,19.0 years,10/29/2023
England,UK,19.0,12-06-23
England,UK,19.0,
England,UK,19.0,8/31/2023
England,UK,19.0,10/22/2023
England,UK,19.0,6/26/2023
England,UK,19.0,01-04-24
England,UK,19.0,
England,,19.0,04-05-23
England,UK,19.0,01-10-24
England,UK,19.0,9/24/2023
England,UK,19.0,2/20/2024
England,UK,19.0,12/25/2023
England,UK,19.0,"November 23, 2023"
,UK,19.0,
England,UK,,
England,UK,19.0,5/17/2023
,UK,19.0,
England,UK,19.0,7/13/2023
England,UK,19.0,3/24/2023
England,UK,19.0,"October 01, 2023"
,UK,19.0,
England,UK,19.0,
England,,19.0,4/18/2023
England,UK,19.0,
England,UK,19.0,9/24/2023
England,UK,19.0,2023-03-19
England,UK,19.0,
England,UK,19.0,05-06-23
England,UK,19.0,4/29/2023
England,UK,19.0,07-11-23
England,UK,19.0,7/14/2023
England,,19.0,1/31/2024
England,UK,19.0,07-06-23
,,19.0,4/18/2023
England,UK,19.0,07-08-23
England,UK,19.0,
England,UK,19.0,6/21/2023
England,UK,19.0,09-11-23
England,UK,19.0,9/18/2023
England,,19.0,10/22/2023
England,,19.0,2023/09/17
England,UK,19.0,9/19/2023
England,UK,19.0,01-04-24
England,UK,19.0,10-09-23
England,UK,19.0,11-10-23
England,,19.0,11/24/2023
England,UK,19.0,7/30/2023
,UK,19.0,6/25/2023
England,UK,19.0,03-08-23
England,UK,19.0,3/26/2023
England,UK,19.0,11/21/2023
England,UK,19.0,08-11-23
England,,19.0,
England,UK,19.0,
,,19.0,3/31/2023
England,UK,19.0,09-10-23
England,UK,19.0,7/26/2023
England,UK,19.0,2023-03-28
England,UK,19.0,10/16/2023
,UK,19.0,10/31/2023
England,UK,19.0,7/29/2023
England,UK,19.0,
England,UK,19.0,2023/11/04
England,UK,19.0,10/29/2023
England,,19.0,05-08-23
England,UK,19.0,
England,UK,19.0,
England,UK,19.0,09-03-23
England,,19.0,9/19/2023
England,UK,19.0,
England,UK,19.0,
England,UK,19.0,04-03-23
,UK,19.0,02-07-24
England,UK,19.0,5/28/2023
England,UK,19.0,
England,UK,19.0,
England,UK,19.0,04-10-23
England,UK,19.0,03-07-23
England,UK,19.0,
England,UK,19.0,1/21/2024
England,,19.0,2024/02/09
England,UK,19.0,
England,UK,19.0,03-07-23
England,UK,,2/18/2024
,,19.0,2/18/2024
,UK,,"December 01, 2023"
England,UK,19.0,2024/02/11
England,UK,19.0,2/18/2024
England,UK,19.0,5/20/2023
,UK,19.0,
,UK,19.0,09-06-23
England,UK,19.0,05-07-23
England,,19.0,"November 24, 2023"
England,UK,19.0,12/25/2023
England,UK,19.0,08-04-23
,UK,19.0,2023/07/13
england,UK,19.0,5/21/2023
England,UK,19.0,05-02-23
England,UK,19.0,11/18/2023
England,UK,19.0,12/27/2023
England,UK,19.0,02-05-24
England,UK,19.0,02-11-24
England,,19.0,
England,UK,19.0,
England,UK,19.0,08-05-23
england,UK,19.0,11-10-23
,UK,19.0,
England,UK,19.0,12/31/2023
England,,19.0,"April 10, 2023"
,UK,19.0,
England,UK,19.0,5/31/2023
England,UK,19.0,04-02-23
England,UK,,10/29/2023
England,UK,19.0,05-12-23
England,UK,19.0,12-07-23
England,UK,19.0,
England,,19.0,11-01-23
England,UK,,3/20/2023
England,UK,19.0,
England,UK,19.0,10/28/2023
England,,19.0,11/15/2023
England,UK,19.0,
England,UK,19.0,2023/07/27
,UK,19.0,2/24/2024
England,UK,19.0,11-05-23
,UK,19.0,8/13/2023
England,UK,,
England,UK,19.0,11-08-23
England,UK,19.0,
,UK,19.0,08-08-23
England,,19.0,03-01-23
England,UK,19.0,2/26/2024
England,UK,19.0,2024-01-31
England,UK,19.0,2023/05/25
England,UK,19.0,12-06-23
England,,19.0,4/21/2023
England,UK,19.0,8/27/2023
,UK,19.0,2/14/2024
,,19.0,
England,UK,19.0,1/18/2024
England,,19.0,09-07-23
England,UK,19.0,2023/04/04
,UK,19.0,9/25/2023
England,,19.0,1/30/2024
England,,19.0,
England,UK,19.0,
,UK,19.0,1/23/2024
England,UK,19.0,07-03-23
England,UK,19.0,8/16/2023
England,UK,19.0,01-02-24
England,UK,19.0,10/31/2023
England,,19.0,01-07-24
England,,19.0,
,UK,19.0,3/26/2023
,UK,19.0,07-08-23
England,UK,19.0,05-04-23
England,,19.0,08-05-23
England,UK,19.0,10/24/2023
England,UK,19.0,6/18/2023
England,UK,19.0,3/19/2023
England,UK,19.0,9/18/2023
England,UK,19.0,
England,,19.0,6/16/2023
,,19.0,9/16/2023
England,,19.0,03-09-23
England,UK,19.0,11/23/2023
England,UK,19.0,9/28/2023
England,,19.0,
England,UK,19.0,12/28/2023
England,UK,19.0,"September 05, 2023"
England,UK,19.0,12-06-23
England,UK,,03-05-23
England,UK,19.0,
England,UK,19.0,9/27/2023
England,UK,19.0,2023/05/01
England,UK,19.0,2/17/2024
England,UK,19.0,8/13/2023
England,UK,19.0,10-06-23
,,19.0,09-12-23
England,UK,19.0,2023-09-12
,UK,19.0,
England,,19.0,
England,UK,19.0,05-12-23
England,UK,19.0,
England,UK,19.0,5/30/2023
England,UK,19.0,
England,,19.0,7/19/2023
England,UK,19.0,03-10-23
England,,19.0,
England,UK,19.0,9/13/2023
England,UK,19.0,08-12-23
England,UK,19.0,
,UK,19.0,03-01-23
,UK,19.0,"January 24, 2024"
England,UK,19.0,05-01-23
England,,19.0,
England,UK,19.0,3/17/2023
England,UK,19.0,8/13/2023
,UK,19.0,1/26/2024
England,UK,19.0,11-10-23
England,,19.0,6/25/2023
,UK,19.0,1/23/2024
England,UK,19.0,
,UK,,
,,19.0,4/20/2023
England,UK,,
England,UK,19.0,2/22/2024
England,UK,19.0,5/18/2023
,UK,19.0,2/20/2024
England,UK,19.0,03-08-23
England,UK,19.0,07-02-23
England,UK,19.0,11/20/2023
England,UK,19.0,
England,UK,19.0,7/18/2023
England,UK,19.0,11/30/2023
England,UK,19.0,1/21/2024
,UK,19.0,11-09-23
England,UK,19.0,5/18/2023
England,UK,19.0,
England,UK,19.0,5/19/2023
England,UK,19.0,10-08-23
England,UK,19.0,
England,UK,19.0,02-11-24
England,UK,19.0,
England,UK,19.0,
,UK,19.0,6/30/2023
England,,19.0,10-04-23
,UK,,7/14/2023
England,UK,19.0,2023-11-24
England,UK,19.0,10/26/2023
England,UK,19.0,7/19/2023
,UK,19.0,
England,UK,19.0,2023/12/29
England,UK,19.0,07-03-23
,UK,19.0,
England,UK,19.0,5/18/2023
England,,19.0,07-01-23
England,UK,19.0,
England,UK,19.0,02-04-24
,,19.0,02-04-24
England,UK,19.0,2023/08/09
England,UK,19.0,10-10-23
,,19.0,9/17/2023
England,UK,19.0,7/22/2023
England,UK,19.0,05-10-23
England,UK,19.0,11-09-23
England,UK,19.0,03-09-23
England,UK,19.0,
England,UK,19.0,11/25/2023
,UK,19.0,03-12-23
England,UK,19.0,2024/02/10
England,UK,19.0,7/19/2023
England,UK,19.0,10-08-23
England,UK,19.0,5/15/2023
England,UK,,7/28/2023
England,UK,19.0,8/19/2023
England,UK,19.0,10/30/2023
England,UK,19.0,7/23/2023
England,UK,19.0,3/28/2023
England,,19.0,11-07-23
England,UK,19.0,11-06-23
,,19.0,
England,UK,,"May 31, 2023"
England,UK,19.0,5/31/2023
England,UK,19.0,2/17/2024
England,UK,19.0,08-06-23
England,UK,19.0,
England,UK,19.0,06-05-23
England,,19.0,
England,UK,19.0,03-07-23
England,UK,19.0,"July 08, 2023"
England,UK,19.0,5/28/2023
England,UK,19.0,2/26/2024
England,,19.0,
England,,19.0,
England,UK,19.0,4/23/2023
England,UK,19.0,1/14/2024
England,UK,19.0,2023/04/02
England,,19.0,
England,UK,19.0,11/20/2023
England,UK,19.0,8/23/2023
England,UK,19.0,06-02-23
England,UK,19.0,06-04-23
England,UK,19.0,2/25/2024
England,,19.0,
England,UK,19.0,3/14/2023
England,UK,19.0,6/13/2023
England,UK,19.0,05-05-23
England,,19.0,12-07-23
England,UK,19.0,2023-11-25
England,UK,19.0,4/29/2023
England,UK,19.0,10-10-23
England,UK,19.0,10/19/2023
England,UK,19.0,9/27/2023
,UK,19.0,04-01-23
England,UK,19.0,
England,UK,19.0,12/19/2023
England,UK,19.0,01-12-24
,UK,19.0,1/28/2024
England,UK,19.0,5/19/2023
England,UK,19.0,11/30/2023
England,,19.0,01-06-24
England,UK,19.0,4/21/2023
England,UK,19.0,
,UK,19.0,10-02-23
England,UK,19.0,6/27/2023
England,,19.0,05-12-23
England,UK,19.0,
England,UK,19.0,05-12-23
England,UK,19.0,
England,UK,19.0,04-11-23
England,UK,19.0,6/21/2023
,UK,19.0,2/26/2024
England,,19.0,5/23/2023
England,UK,19.0,1/19/2024
England,UK,19.0,
England,UK,19.0,
England,UK,19.0,6/13/2023
England,,19.0,
England,UK,19.0,08-06-23
England,UK,19.0,5/26/2023
England,,19.0,
England,UK,19.0,6/14/2023
England,UK,19.0,
England,,19.0,6/13/2023
England,UK,19.0,
England,UK,19.0,7/17/2023
,UK,19.0,04-11-23
England,UK,19.0,8/20/2023
England,UK,19.0,2/16/2024
England,UK,19.0,12/19/2023
England,UK,19.0,
England,UK,19.0,12/16/2023
England,UK,19.0,
England,UK,19.0,07-09-23
England,UK,19.0,10/15/2023
England,UK,19.0,03-06-23
,,19.0,12/23/2023
England,UK,19.0,05-03-23
England,,19.0,1/20/2024
England,,19.0,1/20/2024
England,UK,19.0,
England,,19.0,5/19/2023
England,UK,19.0,9/24/2023
England,UK,19.0,06-07-23
England,UK,19.0,"October 09, 2023"
England,,19.0,
England,UK,19.0,12/29/2023
,UK,19.0,5/17/2023
England,UK,19.0,
,UK,19.0,5/22/2023
England,UK,19.0,2023-12-02
,,19.0,2023/04/14
England,UK,19.0,
England,UK,19.0,08-09-23
England,UK,19.0,7/29/2023
England,UK,19.0,"January 22, 2024"
,UK,19.0,"August 05, 2023"
England,,19.0,09-04-23
England,UK,19.0,04-12-23
England,,19.0,7/22/2023
England,UK,19.0,"April 09, 2023"
England,UK,19.0,3/25/2023
England,UK,19.0,
England,UK,19.0,05-04-23
England,UK,19.0,2/13/2024
,UK,19.0,2024-01-03
England,UK,19.0,2023-09-02
England,,19.0,07-11-23
England,UK,19.0,"May 04, 2023"
England,UK,19.0,7/23/2023
England,UK,19.0,1/17/2024
England,UK,19.0,10/15/2023
England,UK,19.0,8/19/2023
England,UK,,2023/09/03
,UK,19.0,5/22/2023
England,UK,19.0,10-04-23
England,UK,19.0,05-09-23
England,UK,19.0,2023/03/06
England,UK,19.0,10-12-23
England,UK,19.0,8/22/2023
,UK,19.0,11/20/2023
England,UK,,11/16/2023
England,UK,19.0,
England,UK,19.0,3/26/2023
England,,19.0,6/30/2023
England,UK,19.0,2/19/2024
England,UK,19.0,2023-09-28
England,UK,19.0,03-01-23
England,UK,19.0,01-03-24
,UK,19.0,
,,19.0,12/19/2023
England,UK,19.0,02-01-24
England,UK,19.0,9/21/2023
,UK,19.0,12/13/2023
England,UK,19.0,12/28/2023
England,,,7/15/2023
England,UK,,3/17/2023
England,UK,19.0,04-02-23
England,UK,19.0,12/31/2023
England,UK,19.0,09-05-23
England,UK,19.0,6/25/2023
England,UK,19.0,2024-01-07
,UK,19.0,6/20/2023
,UK,,7/13/2023
England,,19.0,
England,UK,19.0,3/29/2023
England,UK,19.0,
England,UK,19.0,12/25/2023
,,19.0,2/27/2024
England,UK,19.0,
England,UK,19.0,11/27/2023
England,UK,19.0,12/25/2023
England,UK,19.0,
England,,19.0,
England,UK,19.0,3/21/2023
England,UK,19.0,2023-09-29
Berlin,Germany,19.0,
England,,,09-12-23
New South Wales,,19.0,2024/01/03
Berlin,Germany,19.0,03-02-23
New Hampshire,USA,19.0,08-04-23
New South Wales,Australia,19.0,05-02-23
,Australia,19.0,2023/05/03
Berlin,,19.0,9/30/2023
,USA,19.0,04-06-23
New Mexico,USA,19.0,11/14/2023
New Mexico,USA,19.0,
New Mexico,USA,19.0,3/24/2023
New Mexico,USA,19.0,03-07-23
New Mexico,USA,19.0,11/23/2023
New Mexico,USA,19.0,
New Mexico,USA,19.0,"October 06, 2023"
New Mexico,USA,,8/26/2023
New Mexico,USA,19.0,
New Mexico,USA,19.0,
New Mexico,USA,19.0,10-09-23
New Mexico,USA,,
New Mexico,,19.0,10/13/2023
,USA,19.0,
NEW MEXICO,USA,19.0,12-05-23
New Mexico,USA,19.0,7/31/2023
,USA,19.0,2023-09-01
,USA,19.0,07-04-23
New Mexico,USA,19.0,11/28/2023
New Mexico,USA,19.0,07-04-23
New Mexico,USA,19.0,4/13/2023
New Mexico,USA,19.0,10-07-23
New Mexico,USA,19.0,2023/09/21
New Mexico,USA,,05-02-23
New Mexico,USA,19.0,12-04-23
New Mexico,USA,19.0,7/31/2023
New Mexico,USA,19.0,
New Mexico,USA,19.0,01-10-24
New Mexico,,19.0,
New Mexico,USA,19.0,
,USA,19.0,2/17/2024
,USA,19.0,4/16/2023
New Mexico,USA,19.0,6/20/2023
New Mexico,USA,19.0,02-10-24
New Mexico,USA,19.0 years,9/17/2023
New Mexico,USA,19.0,
,USA,19.0,3/18/2023
New Mexico,USA,19.0,4/20/2023
,USA,19.0,04-07-23
New Mexico,USA,19.0,11-04-23
,USA,19.0,7/16/2023
New Mexico,USA,,01-11-24
New Mexico,,19.0,09-04-23
New Mexico,USA,19.0,07-04-23
New Mexico,USA,19.0,
,USA,,
New Mexico,,19.0,10/28/2023
,USA,19.0,"April 10, 2023"
New Mexico,USA,19.0,10/19/2023
,USA,19.0,
New Mexico,USA,19.0,8/19/2023
,USA,19.0,6/19/2023
New Mexico,,19.0,12/18/2023
New Mexico,USA,19.0,8/29/2023
New Mexico,USA,19.0,6/21/2023
New Mexico,USA,19.0,03-10-23
New Mexico,USA,19.0,11/28/2023
New Mexico,USA,19.0,"January 18, 2024"
New Mexico,USA,19.0,7/20/2023
New Mexico,USA,19.0,9/28/2023
New Mexico,USA,19.0,12-06-23
New Mexico,USA,19.0,03-01-23
New Mexico,USA,19.0,
New Mexico,USA,19.0,7/29/2023
