date,weather_condition,humidity,wind_speed,oil_brent_price_indicator,temperature_station1,temperature_station2,temperature_station3,temperature_station4,temperature_station5,temperature_station6,temperature_station7,temperature_station8,temperature_station9,temperature_station10,electricity_demand
2015-01-17,Snowy,70.00886102912386,20.10 km/h,High,,-6.1722629867193275,-7.386135073751176,-6.348819631001627,,-7.168243300563131,-6.166151038833953,-6.270100018974826,-5.779279483659664,-5.913820155133367,316.1435428581175
2015-01-18,Cloudy,62.94933297184361,15.79 km/h,Moderate,-4.621749667786731,-4.907609184525951,-4.291871958896004,-5.31105972287566,-5.091534335206488,-4.3818684868160105,-5.305184088325116,-5.329684466467751,-4.350504416993604,-5.686200890735125,311.93596344617634
2015-01-19,Snowy,65.0455115392119,6.08 m/s,Moderate,-6.707961949291314,-6.193257490175856,-5.6362591936177395,-6.766293097122531,-7.332223405437678,-6.687105625943929,-6.1964663437062955,-6.247465058980776,-6.705870156416952,-6.738562527767349,340.69897489778793
2015-01-20,Rainy,65.37047626745729,5.22 m/s,Low,-6.743716671980416,-6.692686776448382,-6.969155141399225,-6.9941802707600935,-6.255087683328507,-6.704371030359378,-6.581849514288594,,,-6.826072226597891,328.4818380173184
2015-01-21,Snowy,69.12423623811507,,Very Low,-7.022809132886389,-5.7487527839787935,-6.790255400295337,-6.370345478012377,-7.510293869469897,-6.607260412222391,-7.58077792162303,-6.863958626537635,,-6.22366452649682,303.0194372899623
2015-01-22,Rainy,67.59954410178614,25.82 km/h,High,-6.413515805194503,-6.631477866670548,-6.607387813251975,-6.998546113498419,-6.873243260733384,-7.245701652705783,-5.866098824502758,-5.731953456592192,-5.7430495387496485,-6.224321395884795,359.74697755953116
2015-01-23,Snowy,61.122616312005256,,High,-4.166763223551573,-4.7880666927777185,,-3.9530947337198254,-4.089130766281819,-5.229595402185037,-4.524753939542613,-4.501472859117833,,,357.51971822386093
2015-01-24,Snowy,67.00631595142056,7.25 m/s,Low,-5.2194263940978,,-4.4511469499845715,-5.462864698472522,,-4.571794465712228,-4.767759131881293,-5.483114686320602,-5.265910056489639,,299.6559935495013
2015-01-25,Snowy,63.84146104989475,18.95 km/h,Very High,-6.668342407588605,-6.580808678169883,-6.582763959184523,-7.138326476809422,-6.1398273723127055,-7.156658721216911,-6.346559549976697,-6.609928493694378,-6.7415818512432875,,361.1732979756582
2015-01-26,Snowy,65.7028939644153,5.18 m/s,Low,-5.281547076747237,-6.340772394067384,-5.274765467458352,-5.184711412544192,-5.3204816460675195,-5.209727398957929,-5.339345962934639,-5.352365501788869,,-5.497685595982161,313.1845886681831
2015-01-27,Rainy,64.1565478290775,5.43 m/s,Moderate,-2.364019282383793,-2.518603539574533,-2.299758368445786,-2.429252544792369,-1.5121043075246479,-2.7195411152136746,-1.8361345163435503,-1.8188741121305498,-2.5432457656685488,,328.1638484099929
2015-01-28,Snowy,68.84903165666815,4.12 m/s,Moderate,-5.714590906232377,-5.898798626926175,-5.652698355046285,-4.896385513427282,-5.85155128745144,-6.288597972047395,-5.401782838054608,,-5.136485281879464,-6.210221067388933,335.1794566321726
2015-01-29,Cloudy,65.68552028647206,4.53 m/s,Very High,,-2.020588842292743,-2.642550362928458,-2.4598655169902273,,-2.4088385701640576,-2.7503476122933126,-1.4133547136006428,-1.6766683265468858,,315.2095521462495
2015-01-30,Cloudy,61.97683156011506,3.67 m/s,High,,-2.6105766606548095,-2.380416918057617,-2.0676897811613473,-3.1729090241828275,-2.6964259571323055,-1.852270795438573,-1.65977824542601,,-3.229256648243104,324.5835675710619
2015-01-31,Snowy,62.02120025018333,13.73 km/h,Moderate,-4.0253622557163276,-4.696958527260548,-3.1659666883646804,-3.6316185955830593,,,-2.8988443308777847,-3.594593775107374,-3.470441961073313,,338.1808118455883
2015-02-01,Rainy,69.6351094420519,2.75 m/s,Moderate,-2.8240016913861696,,-2.426363658379965,-2.2965622954734215,-2.1827051351428786,-1.7386375766487032,,-3.164153965452868,-2.6580417393799283,-2.9667842142698295,306.2175400472446
2015-02-02,Cloudy,66.96835327519403,1.38 m/s,Low,-4.7181394187237755,-5.010059840718613,-4.999232513597314,-4.016691775284316,-4.982972737638795,-4.335249390462364,-4.671036423144728,-5.189983589570506,-5.079422203058025,-4.5154079263413704,302.13309140327203
2015-02-03,Snowy,64.90653510815976,1.00 m/s,Very Low,-5.0606129982192565,-5.572463724419684,-4.963637861680377,-5.230770685867251,,-4.27956987671278,-5.032632613089642,-5.462734477179356,-5.04599667243468,,324.421783192797
2015-02-04,Snowy,67.70996003862152,4.06 km/h,Moderate,-1.9722115028083138,,-1.3420577015924373,,-1.8958261642786125,-1.8843977249636863,-2.2940884101112635,,-2.3121415050885137,-2.2289050961565273,332.2252373865262
2015-02-05,Sunny,58.19362268319593,4.01 km/h,Moderate,,-2.8447851397573345,-2.4423119462644216,-2.213093112426213,-3.037645192132881,,-2.868336789233481,-3.3282778074547026,-3.1568886238778386,-3.55515905180311,298.88280700180695
2015-02-06,Snowy,60.16758760428017,0.96 km/h,High,-1.0018782610320573,-0.9475546986755439,0.24611902019243437,-1.2859203370392533,-0.7688456080070335,,,-0.678846467479907,-0.6004837383397872,-1.0409653602914208,327.52010117616544
2015-02-07,Snowy,59.43476000657399,2.49 km/h,High,-0.5459450285738824,-0.2117755353936382,-0.3785087789642416,-1.3891639170134638,-0.410418410652988,-0.18790286285518776,,-0.45793346410104374,-0.6557742988866817,-0.775508598328207,333.1877394168744
2015-02-08,Cloudy,62.69394988342727,1.28 m/s,Moderate,-0.04298269340416527,-0.5195724424117008,0.07905987218266122,0.854570635743595,-0.4216523525748978,-0.13991100973658532,,0.2581308675974983,,0.6761707519419576,288.63143720489677
2015-02-09,Snowy,65.28997114127608,12.85 km/h,Moderate,-0.49770725147550665,-0.7373559502527232,-1.0384445224842804,-0.756245145095215,0.3565837097509217,-0.7240215679963375,0.5221215423452675,-0.812158349651035,-0.8407990597052412,-0.02084122917914283,305.97888572527586
2015-02-10,Cloudy,66.61597964284614,2.38 m/s,Low,,1.0927631425852318,0.9299117128177216,2.458195958343714,1.8951936533491196,1.9072740903258651,1.2993520320880658,,1.2780368708112357,1.310583989469349,279.60382418686805
2015-02-11,Cloudy,64.21161967625423,,Low,0.38390598723060165,-1.3122440094805863,0.89863173952372,0.14012562793734662,0.5202717482751367,,0.9838953888153126,-0.0688096107315303,0.7118698163538741,0.10359725393596153,269.78974348182095
2015-02-12,Rainy,69.68550516146095,1.56 m/s,Very Low,2.0262779975922807,2.104174962958075,1.82850184748219,2.503190719418998,2.041532813186782,,1.9509963752095205,0.8829122037180919,1.9244594287185048,1.461747984312387,267.2979831314352
2015-02-13,Rainy,79.15676621586448,6.32 km/h,Very High,-0.6778567478281583,0.08214501092221338,,-0.8842259464186883,-0.35069766458103957,-0.5033472199816007,-0.7136648133338541,-0.9318609072780849,-0.9637715299522356,-0.16515886814081626,312.1533499017515
2015-02-14,Rainy,79.3862566882409,2.59 m/s,Moderate,2.999849809892766,3.260891436569178,3.281850564638372,3.6271328201705826,3.3586706108098565,3.246412054507516,2.939743315408228,,3.1325135162655595,2.323677070056017,257.9239821929351
2015-02-15,Snowy,76.87317618117476,10.92 km/h,Moderate,1.7562471197805944,,1.4492824659745676,2.246815012257921,,1.3144171667182734,,,1.918466128004368,1.9260153936903506,289.44778156675716
2015-02-16,Snowy,71.18330799919954,9.12 km/h,Low,-0.5986327067375878,,,0.6839692343045325,-0.016316815034011833,-1.2417284657355032,-0.7895835088389882,,-0.6168612352241778,-0.24380910600508038,289.2538240258459
2015-02-17,Sunny,61.78408633287147,3.62 m/s,High,1.2134834914144534,0.6260734409169229,1.3340196545990932,1.4562341872076234,1.1191741148722676,1.5274255432213781,1.734589589039825,1.725915770495344,2.1331864892974077,0.9797428193889335,288.8106466162187
2015-02-18,Cloudy,61.198480759525204,2.74 m/s,Very Low,0.20061873783619455,0.13947255881990428,,,0.5280368485968966,0.4655557753186984,,0.8440311989851588,-0.20971687577997572,-0.621943160685255,257.62631488983436
2015-02-19,Cloudy,61.97490435394208,16.54 km/h,Moderate,0.6018642088031807,0.38800958227439264,0.7306621941894855,-0.3895146114689102,0.9761070087402435,-0.11882479484352204,0.05142806031522029,-0.12306333305359463,0.8821144432332058,1.007240070237411,285.7146209633404
2015-02-20,Snowy,,4.79 m/s,Low,-6.064192676721661,,-6.8024426264160365,-5.7043801390295785,-5.284385483052488,-6.20595566385514,-5.896213144053119,-5.850731086348908,-5.878847191743879,,300.6333566493356
2015-02-21,Rainy,69.54251510097886,17.33 km/h,Moderate,-8.342647994214158,,-8.122832735047437,-8.17730930997724,-8.973090202597643,,-8.163466893307552,-7.958145021539933,-8.790066358819805,-8.370332391905702,325.5598506499892
2015-02-22,Sunny,57.33122449726005,,Moderate,-6.3910499568069365,-5.091116374617409,-6.647755188016492,-6.5850435295256275,-6.706257979501988,,-6.236636081170089,-5.787613421366586,,-6.196582620195095,287.97800641983815
2015-02-23,Rainy,64.57866294139659,18.53 km/h,Low,-3.2796681899365536,-2.4469434367191965,-3.2981214506246967,-2.4724842841106054,-2.963609332122517,-3.175614535647336,-3.6686576809870943,-2.1541799137072117,-2.7883584046537635,-3.8840087446016227,307.40463251329044
2015-02-24,Snowy,62.802636679039196,15.47 km/h,Moderate,-3.0771341939891768,,-2.4601019189507403,-3.958579465906823,-2.931526466474344,,-2.9536941077680923,-3.769788211479678,-4.023164833926707,,305.5844310793108
2015-02-25,Cloudy,60.95621257765926,15.36 km/h,Moderate,-1.0379261476601531,-0.5958688203022222,-1.0223791817398642,-1.1875445556986053,-1.4535581982434902,0.10096185693470461,-1.0652982785694516,-1.0598219961737807,-0.620144635419134,-0.40153570343644707,312.63540777875886
2015-02-26,Sunny,59.4100327620629,3.78 m/s,Moderate,0.836549929940055,,0.5092394110509892,0.6957472668118195,0.7320044889878058,1.4429307783984577,0.24365138752565474,1.0907466531770322,,-0.34437532494549195,274.2188168006899
2015-02-27,Snowy,61.321278133549406,11.61 km/h,Moderate,-0.7653290351007922,-1.0890980479437016,-0.2721144766137293,-1.0109958168180888,-1.1178898643973412,-0.48319138439912146,-1.1512020447678561,-0.835623781859688,,,315.65128188199316
2015-02-27,Snowy,61.321278133549406,11.61 km/h,Moderate,-0.7653290351007922,-1.0890980479437016,-0.2721144766137293,-1.0109958168180888,-1.1178898643973412,-0.48319138439912146,-1.1512020447678561,-0.835623781859688,,,315.65128188199316
2015-02-28,Cloudy,,14.35 km/h,Low,-1.8223281007291705,-1.5003760639788628,-1.8451068008418081,,-2.600907770241741,-1.8046038389833972,-2.1416806602159353,-2.7843779711543073,-1.4130548887130185,-2.1272916796015258,267.4619485439507
2015-03-01,Rainy,70.23485766280221,2.66 m/s,Moderate,-0.620321844160568,-1.3408178934136434,-0.01868078942089313,-0.3147998471620333,0.24971981329613147,-1.15978521868962,-0.340201535121013,,-0.03709135730719393,0.09723765222713332,305.16416509145165
2015-03-02,Sunny,,5.45 km/h,Low,2.906927695030438,2.504278499104647,,,2.31957578366436,2.9631882102592337,,3.4214673780404103,2.5877245388322434,2.761080522417215,270.7681198023508
2015-03-03,Rainy,66.996107813683,5.00 km/h,Moderate,7.269064785205523,7.3884412204085885,7.120141979212006,7.674590138702458,7.08281418887161,7.1614155103218184,7.235870490861552,,,7.396378474902335,285.6760922527109
2015-03-04,Sunny,51.39166603126371,1.74 m/s,Low,7.833073666097978,7.625679834919415,7.341956014800328,,7.651174727863324,8.721036388187805,7.178710448493773,8.62912916537722,8.782628041825832,,222.99483967316786
2015-03-05,Cloudy,54.1878906911683,1.02 m/s,Very Low,11.442086832518317,12.320326154033427,10.781174214881776,10.926194073227899,11.68471005433927,11.934129345180802,11.126554960970793,11.184591480358975,12.16613658690006,11.424690525791995,227.82614625181714
2015-03-05,Cloudy,54.1878906911683,1.02 m/s,Very Low,11.442086832518317,12.320326154033427,10.781174214881776,10.926194073227899,11.68471005433927,11.934129345180802,11.126554960970793,11.184591480358975,12.16613658690006,11.424690525791995,227.82614625181714
2015-03-06,Rainy,63.93814030278335,10.07 km/h,Moderate,15.472189440878171,15.796209658155844,15.553867850521662,15.763356920011946,,15.433830119550123,15.453098783836799,15.687846572058131,15.739868401541234,16.149347023090588,254.88185799540582
2015-03-07,Cloudy,61.64635480757906,2.68 m/s,Moderate,17.157256163451688,16.966237102868703,16.844772545112043,17.579505441815083,16.952633557436275,17.491232433514295,16.848563184889,,17.10650947412963,17.186390503662363,171.63569894646855
2015-03-08,Sunny,53.628823351115734,9.13 km/h,Very Low,16.63406729568539,16.39877743912865,16.263211088768717,16.441596608082207,16.877798291433898,16.128301895124814,16.823539602883933,17.00315845431491,16.749933726423052,16.990062446937518,142.13271210845048
2015-03-09,Rainy,61.35861759036031,3.26 m/s,Moderate,13.049437869510442,13.142923173617083,13.117549259383658,12.37189639741613,,,12.942457660860446,13.074761957089578,13.024943296800952,13.701520528000872,183.43204884444123
2015-03-10,Rainy,67.85218948975607,2.70 m/s,Low,12.927725258143584,12.399959613822492,,13.24306901643374,12.810284950880094,13.0081880350906,12.34234453206895,,,12.793623115173409,221.01436043718164
2015-03-11,Cloudy,62.25748116900692,2.30 m/s,Moderate,15.570018171694636,15.86782414834191,15.529531202105973,,15.661435625407458,15.9989630179,16.220936361435935,,15.39351726607823,15.376435662915359,186.5306378279939
2015-03-12,Cloudy,58.89857966465142,1.75 m/s,High,15.47742018667721,14.78976921170447,,15.482190197683884,,,,15.336746363754031,15.827805048635163,16.0940882072297,210.61303738122695
2015-03-13,Cloudy,61.78601075109161,2.19 m/s,Moderate,13.06995184926725,13.381456947247619,13.989084773444182,13.498366998170162,12.872333411389313,13.680694027911699,13.068162078274902,13.143488674682532,13.482549884419022,12.4820208802878,168.61918270488056
2015-03-14,Rainy,,10.71 km/h,High,13.510306398651446,13.42800903266124,13.092270636138837,14.411299285661528,12.971934349047151,13.450438607054478,13.58322166763206,14.072354570013559,,12.723150978542945,225.11430141705245
2015-03-15,Cloudy,72.67514825330021,2.40 m/s,Low,18.398413574069806,18.60572033311544,17.71883463102476,17.900793861165926,18.17186654091585,18.850195399607273,18.4189394246638,18.161931975822885,18.27825624700767,18.49883277808125,148.63901250264897
2015-03-16,Rainy,78.26422432197123,3.10 m/s,Moderate,18.738444119597883,,18.46169753322111,,18.486106407243174,18.623345085603635,18.849605566466035,18.890045311651274,18.627015835198197,19.56636888036003,193.5922507193154
2015-03-17,Rainy,84.28167352502494,14.71 km/h,Low,15.036203278232549,15.158695881776607,,14.953152653023276,14.790734702160695,15.939068299563868,14.46999528899213,15.017268893068696,15.370239304946612,15.73390814646666,184.24580536044326
2015-03-18,Rainy,86.01559678068088,15.29 km/h,Low,11.765990915016326,,11.327060277431046,12.654309162846438,11.574309147854303,11.772715023720119,12.450050814293643,,11.306594375665306,11.887590267321169,190.58401199368362
2015-03-19,Cloudy,78.39237231358882,15.66 km/h,Low,8.60316762924581,8.374559253015478,8.325906060139621,,7.690418027727374,8.201273335494472,9.12628169688519,,8.571858147348527,8.946843244052111,225.02145211024424
2015-03-20,Sunny,68.63218208153758,22.22 km/h,Moderate,11.559577841857896,,10.921633259495957,11.445311063714136,11.008456330044133,11.7822081681251,10.790731538838525,11.962686610269044,11.726883641485037,,167.73999685134464
2015-03-21,Sunny,60.86980463980701,24.75 km/h,Moderate,,10.992004401415338,9.81558312751992,10.19867500166747,,10.301646011269346,9.389300300833025,9.743479785284684,10.232006577517833,9.188607833604424,181.4292228710323
2015-03-22,Rainy,70.81184663878162,5.95 m/s,Low,12.5041978281958,12.885049900625866,12.67394289845894,11.640619342741529,12.392011715017771,12.239101994165882,13.080058721104127,11.83112659082782,12.03858598279221,12.06048570818457,200.5813922158777
2015-03-23,Cloudy,68.55397544313252,4.08 m/s,High,15.138577059032146,15.35451980110446,15.581969028293676,15.36030706803233,14.24431782049193,14.716009669273172,14.997130857083066,,15.068054466815479,15.682008933734053,207.53678582097183
2015-03-24,Sunny,57.20575320794818,17.02 km/h,Moderate,16.09257629618296,15.585731659922363,16.29107670166025,15.740196669666819,16.583687156732122,16.667695870158603,16.02914116365089,,,15.645920534567342,174.53766049710023
2015-03-25,Rainy,69.80897080492957,13.79 km/h,Very Low,19.53063588093587,18.891841694787544,20.012115702209027,19.796881803645274,,19.474929333198446,19.53940850484495,19.463189033718457,,18.33975531655934,166.05021049864195
2015-03-26,Rainy,74.69785147000502,3.35 m/s,Very High,,15.952190176526647,15.885610506030869,16.154894697408906,16.33614430787412,16.434619466757074,16.23311013970028,16.018538934011882,,15.809371599618366,193.43895037040718
2015-03-27,Cloudy,74.73044755811509,9.00 km/h,Very High,14.155625126719597,13.924007199062997,14.47804652475758,14.45907955739242,14.349113742326967,14.24553841467593,15.617952700648013,14.091478968667973,13.854983231908445,14.442870771945245,208.7714755272514
2015-03-28,Rainy,79.50434484151447,12.11 km/h,High,14.30472376150323,14.295194654615583,14.507059686920243,13.746284475181636,13.711674601119354,14.341000704516434,14.332249115077818,14.964310129042245,13.731093040772075,14.897926126934863,199.6654771919273
2015-03-29,Rainy,81.64865188762387,10.55 km/h,Moderate,16.699788553950597,16.802616890960355,,16.489524040642408,16.097147130966476,16.66350444465399,16.495565458669954,,16.17513593766005,17.748845940217322,175.35871197407886
2015-03-30,Rainy,79.25622885403409,4.46 m/s,Low,11.435482278569365,11.097268359147924,10.216415998812025,11.231370450672536,11.35881348455685,11.739818936389362,11.231373582486821,12.261716499264837,11.888033235666041,10.928333798610218,191.10434251926003
2015-03-31,Sunny,70.36123928041808,8.51 km/h,High,16.23075275878081,,16.147897486442552,16.688710291166874,17.146490507565844,16.555987380327764,16.186592868365736,15.502209678047095,15.804336367478616,16.094464608441474,175.79440554982006
2015-04-01,Cloudy,68.23072304508085,0.27 m/s,Moderate,20.073288549620727,21.00256664391628,20.53446609314878,20.0831798868501,20.481001852761324,20.05384729745989,19.731548480646328,20.171825871246043,19.637411783451086,20.643570200711878,170.3649968753931
2015-04-02,Rainy,74.42211830446699,2.96 m/s,High,23.57590229834378,23.07123180465356,23.173157725157797,,,23.898581517071044,23.646058336685986,23.96958638904671,23.167540338037117,23.41649679266504,217.00181331424196
2015-04-03,Sunny,61.66436935532291,10.42 km/h,Moderate,22.66486215906108,22.430088979800626,23.573691504007318,22.663292826140548,,,,21.87124870654583,,21.8200708898603,130.32300207267062
2015-04-04,Rainy,65.57572022931075,2.46 m/s,High,23.099094892649788,,,22.544456716245115,,22.425535207781625,22.82464622836738,23.48858418545268,23.394718907931896,,179.24100708607352
2015-04-05,Cloudy,64.7242092727745,2.76 m/s,Moderate,21.62497817824226,22.195208015212554,22.38423702443758,22.224676671360605,,21.780907964504305,21.25290706147536,21.987836093656625,22.01403663707456,21.12535819286414,147.88209378901504
2015-04-06,Cloudy,63.423854059515776,15.76 km/h,High,17.6944518330943,,,17.235985151482797,17.676995579197623,17.346510728317106,17.733465748470106,,17.250213441643265,,202.5788541105984
2015-04-07,Rainy,69.84542506226805,20.01 km/h,Moderate,16.498575960388507,15.966001908196466,,16.336026999273244,16.89520663303504,,,15.97567130511888,15.807606687527137,16.735536584477973,183.2713772238046
2015-04-08,Sunny,63.82627510465039,4.80 m/s,Very High,17.851893443924297,16.770062937516116,18.330549646018838,17.524163600356577,18.40741436798327,16.94146001754538,16.86075898354943,17.91745100676639,,17.654580379335382,197.04990679989302
2015-04-09,,57.167261909239954,11.85 km/h,Moderate,15.28939667934063,15.069215572733706,15.413334313174822,15.809547301927173,,,15.020771162566852,15.315548494945514,15.936286322149044,15.772270695517411,130.36773102709793
2015-04-10,Rainy,64.74285667397578,,Moderate,15.86349680329802,16.203569686308935,16.454782720084324,15.440076055155597,14.444397831448185,15.71770855960226,15.811400152056839,15.582604536732903,,15.949212906974504,196.67158985701195
2015-04-11,Sunny,54.20048453273594,3.56 km/h,Very High,14.171154428523163,14.703766783012233,14.660414098442168,14.16109939795149,13.64089821049511,14.135553672839643,13.557108891222263,14.486906457325091,14.235637061316577,13.934864678716192,177.3819957501652
2015-04-12,Rainy,68.04030071336322,1.71 m/s,Low,13.487035220054583,13.665612050708448,,14.011196634091782,14.016488759398067,13.73503216817103,13.93294097287579,13.084649547809406,14.34147674126443,13.52669553088599,193.38540520898312
2015-04-13,Rainy,,9.51 km/h,Low,15.2290711613865,14.928592671695272,14.736848128173378,15.921463255869355,15.708351477297226,15.491364006828064,15.631599736716936,14.862851305380257,15.168437786515923,,164.45118789627708
2015-04-14,Cloudy,72.22405341047096,3.46 m/s,High,12.70630291329114,13.059538720142326,12.209209736566027,12.850139634677673,13.118683818371837,12.768731214281528,,,13.725074167126692,12.220553452947128,203.04917267463082
2015-04-15,Cloudy,64.57209062118861,2.17 m/s,Low,11.970722240213576,12.072881535521633,12.05537628915915,12.14784495583977,,13.113451092228424,12.055186043667321,11.408318167308666,,11.225567359110492,192.5756726688514
2015-04-16,Sunny,56.679822842781775,,Very High,11.375543068791492,10.415190269326526,10.909685930323297,11.624849718801622,12.159168039846167,11.18689134398665,11.780732683700181,11.755825524022983,11.672761333566188,11.649601579841525,204.15256302475234
2015-04-17,Cloudy,64.42091345783602,11.98 km/h,Moderate,8.391437958522808,,7.914256377897248,8.269832235838875,8.290095423651177,8.18644005356834,8.234484449294662,9.356760618123912,8.721029013193654,7.727727206510317,236.0056394313761
2015-04-18,Cloudy,61.81691954481457,2.33 m/s,Low,7.457804617799054,8.213737270397203,,7.389174128392507,8.473244947796639,7.588361685364007,6.92070929680589,7.0078843883886135,8.083276531633178,7.509487836584633,193.9791517958521
2015-04-19,Cloudy,58.520849611556756,2.41 m/s,Very High,8.293661908582004,,8.45689975022331,8.555394538866976,8.261781295500422,,8.728850594518102,,8.732363927272036,8.45570832002456,260.71544707407264
2015-04-20,Rainy,62.377109178505705,3.60 m/s,Very High,8.221079662109602,7.5336824678553125,7.82029491448823,7.588277606464031,8.487294325887124,7.815148806954481,8.743545288335195,8.607948315247144,8.259328509038003,8.174697589715732,276.3256891679389
2015-04-21,Cloudy,61.742524629023514,3.58 m/s,Very High,13.265006742381509,13.674983296412401,13.789279920950726,,,13.22725456794464,12.61171714072386,12.88720897654362,14.076209159919877,12.872022529851627,251.39816942338555
2015-04-22,Cloudy,,14.09 km/h,High,12.275468348199201,12.80618582808052,11.884679087103311,,12.097385990539797,12.687846855591676,12.110927723001863,12.271178359175746,12.378755385961844,12.07043534331548,231.83039686212615
2015-04-23,Rainy,64.00043708997158,15.25 km/h,Low,12.050272373043923,,,11.974636307773427,,,12.098641677204714,12.35537752521738,11.631499862081684,12.117764507744516,196.50147563581524
2015-04-24,Rainy,68.18694559138416,17.33 km/h,Very High,10.757776349683734,11.086617397877127,,10.395578725513111,11.043842876789874,,11.570206900778498,11.292973874557958,10.9381776737643,,238.735666274399
2015-04-25,Cloudy,66.3532480165257,12.62 km/h,Moderate,13.345690797205773,11.475640478229883,13.245233752779496,13.365085671792714,13.324659195742658,13.046634548733119,,13.351837558093541,12.980113586317128,13.10459629135206,199.20692157505823
2015-04-26,Rainy,76.43317165170045,5.40 m/s,High,,,11.247276975384668,11.136091615737756,11.61269106541237,11.48170063289461,,12.066945809222112,12.13607855477203,,221.50816028426433
2015-04-27,Sunny,63.43603364455706,,High,13.78039329456142,14.367970990521359,13.298588602466616,14.19081759587686,13.71565334303672,13.852523943178898,13.436335164436693,13.352101519515898,13.16787503114165,13.465122752233938,217.70184481234398
2015-04-28,Rainy,69.93701652057906,6.15 m/s,Moderate,10.137134771835743,9.574783414453877,9.76981845586024,9.63338617826397,10.246235934504291,,10.11837178787416,,10.500117642976099,9.814758345952983,212.7436261315286
2015-04-29,Rainy,70.54587804048289,,High,12.228843969767128,12.36988666952478,,11.894947511223455,12.410116896681117,11.469827062167841,,13.522027506929895,12.953001809492823,12.708249636915847,214.77326131000427
2015-04-30,Rainy,71.81197912159165,17.62 km/h,High,,11.948681720910605,11.884661192897573,12.141893627765155,11.94769684961623,11.159997772344507,11.81782919437809,12.23259037835386,,13.160613208576414,240.04723545375987
2015-05-01,Sunny,66.61162922510609,5.82 m/s,Moderate,12.814352407954242,12.76308766756883,12.530719838355488,,12.137473842209566,13.30820633046656,12.489553206512054,13.060439033247503,13.260785377242856,13.6324483969487,177.22494045969216
2015-05-02,Cloudy,62.91421281890062,22.01 km/h,Low,14.864010034549619,14.651569812282085,14.655623988498139,14.968167990548563,14.21640532610294,14.745278593716609,15.794214439611139,,14.775199170255435,,181.51602015050233
2015-05-03,Cloudy,57.40970507847749,19.38 km/h,Moderate,11.805737738442332,11.139590005014922,11.897138848845044,10.846207925697305,12.191926909189153,12.470879972388104,11.655156811395628,12.691154569725397,,12.014515590411273,201.24321519101343
2015-05-04,Cloudy,63.11771982558322,20.08 km/h,High,13.60248697383009,14.547688825370917,13.182778294553385,14.090812513361199,13.57006665878255,,13.996387289291558,14.324277545608426,13.047866229370937,13.881310743710529,216.2327499463409
2015-05-05,Rainy,67.33812383152951,4.42 m/s,Low,16.420414009535712,16.265258584746103,17.25212458335467,17.36607303832466,15.800375543666604,,16.586897831349827,16.574844003524703,16.9551030660596,16.997811648326778,184.84254026361023
